"food_id"	"fdgrp_id"	"desc"	"food_group"	"nutrient_id"	"nutrient_value"	"units"	"nutrient"	"seq"	"amount"	"measure_desc"	"grams"	"nutrients_per_gram"	"nutrients_per_serving"
"352"	"6350"	"600"	"CAMPBELL'S RED & WHITE,DOUBLE NOODLE IN CHICK BROTH SOP,COND"	"Soups, Sauces, and Gravies"	"204"	1.59	"g"	"Total lipid (fat)"	1	1	"serving 1/ 2 cup"	126	0.0159	2.0034
"353"	"6350"	"600"	"CAMPBELL'S RED & WHITE,DOUBLE NOODLE IN CHICK BROTH SOP,COND"	"Soups, Sauces, and Gravies"	"205"	15.87	"g"	"Carbohydrate, by difference"	1	1	"serving 1/ 2 cup"	126	0.1587	19.9962
"354"	"6350"	"600"	"CAMPBELL'S RED & WHITE,DOUBLE NOODLE IN CHICK BROTH SOP,COND"	"Soups, Sauces, and Gravies"	"208"	87	"kcal"	"Energy"	1	1	"serving 1/ 2 cup"	126	0.87	109.62
"355"	"6351"	"600"	"CAMPBELL'S RED & WHITE,OLD FASHIONED TOMATO RICE SOUP,COND"	"Soups, Sauces, and Gravies"	"203"	0.79	"g"	"Protein"	1	1	"serving 1/2 cup"	126	0.0079	0.9954
"356"	"6351"	"600"	"CAMPBELL'S RED & WHITE,OLD FASHIONED TOMATO RICE SOUP,COND"	"Soups, Sauces, and Gravies"	"204"	1.59	"g"	"Total lipid (fat)"	1	1	"serving 1/2 cup"	126	0.0159	2.0034
"357"	"6351"	"600"	"CAMPBELL'S RED & WHITE,OLD FASHIONED TOMATO RICE SOUP,COND"	"Soups, Sauces, and Gravies"	"205"	18.25	"g"	"Carbohydrate, by difference"	1	1	"serving 1/2 cup"	126	0.1825	22.995
"358"	"6351"	"600"	"CAMPBELL'S RED & WHITE,OLD FASHIONED TOMATO RICE SOUP,COND"	"Soups, Sauces, and Gravies"	"208"	87	"kcal"	"Energy"	1	1	"serving 1/2 cup"	126	0.87	109.62
"359"	"6353"	"600"	"CAMPBELL'S RED & WHITE,FIESTA NACHO CHS SOUP,COND"	"Soups, Sauces, and Gravies"	"203"	2.42	"g"	"Protein"	1	1	"serving 1/2 cup"	124	0.0242	3.0008
"360"	"6353"	"600"	"CAMPBELL'S RED & WHITE,FIESTA NACHO CHS SOUP,COND"	"Soups, Sauces, and Gravies"	"204"	6.45	"g"	"Total lipid (fat)"	1	1	"serving 1/2 cup"	124	0.0645	7.998
"361"	"6353"	"600"	"CAMPBELL'S RED & WHITE,FIESTA NACHO CHS SOUP,COND"	"Soups, Sauces, and Gravies"	"205"	8.06	"g"	"Carbohydrate, by difference"	1	1	"serving 1/2 cup"	124	0.0806	9.9944
"362"	"6353"	"600"	"CAMPBELL'S RED & WHITE,FIESTA NACHO CHS SOUP,COND"	"Soups, Sauces, and Gravies"	"208"	97	"kcal"	"Energy"	1	1	"serving 1/2 cup"	124	0.97	120.28
"363"	"6354"	"600"	"CAMPBELL'S RED & WHITE,FRENCH ONION SOUP,COND"	"Soups, Sauces, and Gravies"	"203"	1.59	"g"	"Protein"	1	1	"serving 1/2 cup"	126	0.0159	2.0034
"364"	"6354"	"600"	"CAMPBELL'S RED & WHITE,FRENCH ONION SOUP,COND"	"Soups, Sauces, and Gravies"	"204"	1.19	"g"	"Total lipid (fat)"	1	1	"serving 1/2 cup"	126	0.0119	1.4994
"365"	"6354"	"600"	"CAMPBELL'S RED & WHITE,FRENCH ONION SOUP,COND"	"Soups, Sauces, and Gravies"	"205"	4.76	"g"	"Carbohydrate, by difference"	1	1	"serving 1/2 cup"	126	0.0476	5.9976
"366"	"6354"	"600"	"CAMPBELL'S RED & WHITE,FRENCH ONION SOUP,COND"	"Soups, Sauces, and Gravies"	"208"	36	"kcal"	"Energy"	1	1	"serving 1/2 cup"	126	0.36	45.36
"367"	"6355"	"600"	"CAMPBELL'S RED & WHITE,GOLDEN MUSHROOM SOUP,COND"	"Soups, Sauces, and Gravies"	"203"	1.61	"g"	"Protein"	1	1	"serving 1/2 cup"	124	0.0161	1.9964
"368"	"6355"	"600"	"CAMPBELL'S RED & WHITE,GOLDEN MUSHROOM SOUP,COND"	"Soups, Sauces, and Gravies"	"204"	2.82	"g"	"Total lipid (fat)"	1	1	"serving 1/2 cup"	124	0.0282	3.4968
"369"	"6355"	"600"	"CAMPBELL'S RED & WHITE,GOLDEN MUSHROOM SOUP,COND"	"Soups, Sauces, and Gravies"	"205"	8.06	"g"	"Carbohydrate, by difference"	1	1	"serving 1/2 cup"	124	0.0806	9.9944
"370"	"6355"	"600"	"CAMPBELL'S RED & WHITE,GOLDEN MUSHROOM SOUP,COND"	"Soups, Sauces, and Gravies"	"208"	65	"kcal"	"Energy"	1	1	"serving 1/2 cup"	124	0.65	80.6
"371"	"6357"	"600"	"CAMPBELL'S RED & WHITE,GOLDFISH PASTA W/ CHICK"	"Soups, Sauces, and Gravies"	"203"	2.38	"g"	"Protein"	1	1	"serving 1/2 cup"	126	0.0238	2.9988
"372"	"6357"	"600"	"CAMPBELL'S RED & WHITE,GOLDFISH PASTA W/ CHICK"	"Soups, Sauces, and Gravies"	"204"	1.59	"g"	"Total lipid (fat)"	1	1	"serving 1/2 cup"	126	0.0159	2.0034
"373"	"6357"	"600"	"CAMPBELL'S RED & WHITE,GOLDFISH PASTA W/ CHICK"	"Soups, Sauces, and Gravies"	"205"	9.52	"g"	"Carbohydrate, by difference"	1	1	"serving 1/2 cup"	126	0.0952	11.9952
"374"	"6357"	"600"	"CAMPBELL'S RED & WHITE,GOLDFISH PASTA W/ CHICK"	"Soups, Sauces, and Gravies"	"208"	63	"kcal"	"Energy"	1	1	"serving 1/2 cup"	126	0.63	79.38
"375"	"6361"	"600"	"CAMPBELL'S RED & WHITE,GRN PEA SOUP,COND"	"Soups, Sauces, and Gravies"	"203"	7.03	"g"	"Protein"	1	1	"serving 1/2 cup"	128	0.0703	8.9984
"376"	"6361"	"600"	"CAMPBELL'S RED & WHITE,GRN PEA SOUP,COND"	"Soups, Sauces, and Gravies"	"204"	2.34	"g"	"Total lipid (fat)"	1	1	"serving 1/2 cup"	128	0.0234	2.9952
"377"	"6361"	"600"	"CAMPBELL'S RED & WHITE,GRN PEA SOUP,COND"	"Soups, Sauces, and Gravies"	"205"	21.88	"g"	"Carbohydrate, by difference"	1	1	"serving 1/2 cup"	128	0.2188	28.0064
"378"	"6361"	"600"	"CAMPBELL'S RED & WHITE,GRN PEA SOUP,COND"	"Soups, Sauces, and Gravies"	"208"	141	"kcal"	"Energy"	1	1	"serving 1/2 cup"	128	1.41	180.48
"379"	"6364"	"600"	"CAMPBELL'S RED & WHITE,MANHATTAN CLAM CHOWDER,COND"	"Soups, Sauces, and Gravies"	"203"	1.59	"g"	"Protein"	1	1	"serving 1/2 cup"	126	0.0159	2.0034
"380"	"6364"	"600"	"CAMPBELL'S RED & WHITE,MANHATTAN CLAM CHOWDER,COND"	"Soups, Sauces, and Gravies"	"204"	0.4	"g"	"Total lipid (fat)"	1	1	"serving 1/2 cup"	126	0.004	0.504
"381"	"6364"	"600"	"CAMPBELL'S RED & WHITE,MANHATTAN CLAM CHOWDER,COND"	"Soups, Sauces, and Gravies"	"205"	9.52	"g"	"Carbohydrate, by difference"	1	1	"serving 1/2 cup"	126	0.0952	11.9952
"382"	"6364"	"600"	"CAMPBELL'S RED & WHITE,MANHATTAN CLAM CHOWDER,COND"	"Soups, Sauces, and Gravies"	"208"	48	"kcal"	"Energy"	1	1	"serving 1/2 cup"	126	0.48	60.48
"383"	"6365"	"600"	"CAMPBELL'S RED & WHITE,MEGA NOODLE IN CHICK BROTH,COND"	"Soups, Sauces, and Gravies"	"203"	2.38	"g"	"Protein"	1	1	"serving 1/2 cup"	126	0.0238	2.9988
"384"	"6365"	"600"	"CAMPBELL'S RED & WHITE,MEGA NOODLE IN CHICK BROTH,COND"	"Soups, Sauces, and Gravies"	"204"	1.59	"g"	"Total lipid (fat)"	1	1	"serving 1/2 cup"	126	0.0159	2.0034
"385"	"6365"	"600"	"CAMPBELL'S RED & WHITE,MEGA NOODLE IN CHICK BROTH,COND"	"Soups, Sauces, and Gravies"	"205"	11.9	"g"	"Carbohydrate, by difference"	1	1	"serving 1/2 cup"	126	0.119	14.994
"386"	"6365"	"600"	"CAMPBELL'S RED & WHITE,MEGA NOODLE IN CHICK BROTH,COND"	"Soups, Sauces, and Gravies"	"208"	71	"kcal"	"Energy"	1	1	"serving 1/2 cup"	126	0.71	89.46
"387"	"6366"	"600"	"CAMPBELL'S RED & WHITE,MINESTRONE SOUP,COND"	"Soups, Sauces, and Gravies"	"203"	3.17	"g"	"Protein"	1	1	"serving 1/2 cup"	126	0.0317	3.9942
"388"	"6366"	"600"	"CAMPBELL'S RED & WHITE,MINESTRONE SOUP,COND"	"Soups, Sauces, and Gravies"	"204"	0.79	"g"	"Total lipid (fat)"	1	1	"serving 1/2 cup"	126	0.0079	0.9954
"389"	"6366"	"600"	"CAMPBELL'S RED & WHITE,MINESTRONE SOUP,COND"	"Soups, Sauces, and Gravies"	"205"	13.49	"g"	"Carbohydrate, by difference"	1	1	"serving 1/2 cup"	126	0.1349	16.9974
"390"	"6366"	"600"	"CAMPBELL'S RED & WHITE,MINESTRONE SOUP,COND"	"Soups, Sauces, and Gravies"	"208"	71	"kcal"	"Energy"	1	1	"serving 1/2 cup"	126	0.71	89.46
"391"	"6367"	"600"	"CAMPBELL'S RED & WHITE,NEW ENGLAND CLAM CHOWDER,COND"	"Soups, Sauces, and Gravies"	"203"	3.17	"g"	"Protein"	1	1	"serving 1/2 cup"	126	0.0317	3.9942
"392"	"6367"	"600"	"CAMPBELL'S RED & WHITE,NEW ENGLAND CLAM CHOWDER,COND"	"Soups, Sauces, and Gravies"	"204"	1.98	"g"	"Total lipid (fat)"	1	1	"serving 1/2 cup"	126	0.0198	2.4948
"393"	"6367"	"600"	"CAMPBELL'S RED & WHITE,NEW ENGLAND CLAM CHOWDER,COND"	"Soups, Sauces, and Gravies"	"205"	10.32	"g"	"Carbohydrate, by difference"	1	1	"serving 1/2 cup"	126	0.1032	13.0032
"394"	"6367"	"600"	"CAMPBELL'S RED & WHITE,NEW ENGLAND CLAM CHOWDER,COND"	"Soups, Sauces, and Gravies"	"208"	71	"kcal"	"Energy"	1	1	"serving 1/2 cup"	126	0.71	89.46
"395"	"6373"	"600"	"CAMPBELL'S RED & WHITE,VEGETARIAN VEG SOUP,COND"	"Soups, Sauces, and Gravies"	"203"	2.38	"g"	"Protein"	1	1	"serving 1/2 cup"	126	0.0238	2.9988
"396"	"6373"	"600"	"CAMPBELL'S RED & WHITE,VEGETARIAN VEG SOUP,COND"	"Soups, Sauces, and Gravies"	"204"	0.4	"g"	"Total lipid (fat)"	1	1	"serving 1/2 cup"	126	0.004	0.504
"397"	"6373"	"600"	"CAMPBELL'S RED & WHITE,VEGETARIAN VEG SOUP,COND"	"Soups, Sauces, and Gravies"	"205"	14.29	"g"	"Carbohydrate, by difference"	1	1	"serving 1/2 cup"	126	0.1429	18.0054
"398"	"6373"	"600"	"CAMPBELL'S RED & WHITE,VEGETARIAN VEG SOUP,COND"	"Soups, Sauces, and Gravies"	"208"	71	"kcal"	"Energy"	1	1	"serving 1/2 cup"	126	0.71	89.46
"399"	"6374"	"600"	"CAMPBELL'S RED & WHITE,VEG SOUP,COND"	"Soups, Sauces, and Gravies"	"203"	3.17	"g"	"Protein"	1	1	"serving 1/2 cup"	126	0.0317	3.9942
"400"	"6374"	"600"	"CAMPBELL'S RED & WHITE,VEG SOUP,COND"	"Soups, Sauces, and Gravies"	"204"	0.4	"g"	"Total lipid (fat)"	1	1	"serving 1/2 cup"	126	0.004	0.504
"401"	"6374"	"600"	"CAMPBELL'S RED & WHITE,VEG SOUP,COND"	"Soups, Sauces, and Gravies"	"205"	16.67	"g"	"Carbohydrate, by difference"	1	1	"serving 1/2 cup"	126	0.1667	21.0042
"402"	"6374"	"600"	"CAMPBELL'S RED & WHITE,VEG SOUP,COND"	"Soups, Sauces, and Gravies"	"208"	79	"kcal"	"Energy"	1	1	"serving 1/2 cup"	126	0.79	99.54
"403"	"6379"	"600"	"CAMPBELL'S RED & WHITE,TOMATO BISQUE,COND"	"Soups, Sauces, and Gravies"	"203"	1.59	"g"	"Protein"	1	1	"serving 1/2 cup"	126	0.0159	2.0034
"404"	"6379"	"600"	"CAMPBELL'S RED & WHITE,TOMATO BISQUE,COND"	"Soups, Sauces, and Gravies"	"204"	2.78	"g"	"Total lipid (fat)"	1	1	"serving 1/2 cup"	126	0.0278	3.5028
"405"	"6379"	"600"	"CAMPBELL'S RED & WHITE,TOMATO BISQUE,COND"	"Soups, Sauces, and Gravies"	"205"	18.25	"g"	"Carbohydrate, by difference"	1	1	"serving 1/2 cup"	126	0.1825	22.995
"406"	"6379"	"600"	"CAMPBELL'S RED & WHITE,TOMATO BISQUE,COND"	"Soups, Sauces, and Gravies"	"208"	103	"kcal"	"Energy"	1	1	"serving 1/2 cup"	126	1.03	129.78
"407"	"6380"	"600"	"CAMPBELL'S RED & WHITE,SPLIT PEA W/ HAM & BACON SOUP,COND"	"Soups, Sauces, and Gravies"	"203"	7.81	"g"	"Protein"	1	1	"serving 1/2 cup"	128	0.0781	9.9968
"408"	"6380"	"600"	"CAMPBELL'S RED & WHITE,SPLIT PEA W/ HAM & BACON SOUP,COND"	"Soups, Sauces, and Gravies"	"204"	1.56	"g"	"Total lipid (fat)"	1	1	"serving 1/2 cup"	128	0.0156	1.9968
"409"	"6380"	"600"	"CAMPBELL'S RED & WHITE,SPLIT PEA W/ HAM & BACON SOUP,COND"	"Soups, Sauces, and Gravies"	"205"	23.44	"g"	"Carbohydrate, by difference"	1	1	"serving 1/2 cup"	128	0.2344	30.0032
"410"	"6380"	"600"	"CAMPBELL'S RED & WHITE,SPLIT PEA W/ HAM & BACON SOUP,COND"	"Soups, Sauces, and Gravies"	"208"	141	"kcal"	"Energy"	1	1	"serving 1/2 cup"	128	1.41	180.48
"411"	"6383"	"600"	"CAMPBELL'S CHUNKY SOUPS,BKD POTATO CHEDDAR BACON BITS SOUP"	"Soups, Sauces, and Gravies"	"203"	2.04	"g"	"Protein"	1	1	"cup"	245	0.0204	4.998
"412"	"6383"	"600"	"CAMPBELL'S CHUNKY SOUPS,BKD POTATO CHEDDAR BACON BITS SOUP"	"Soups, Sauces, and Gravies"	"204"	3.67	"g"	"Total lipid (fat)"	1	1	"cup"	245	0.0367	8.9915
"413"	"6383"	"600"	"CAMPBELL'S CHUNKY SOUPS,BKD POTATO CHEDDAR BACON BITS SOUP"	"Soups, Sauces, and Gravies"	"205"	9.39	"g"	"Carbohydrate, by difference"	1	1	"cup"	245	0.0939	23.0055
"414"	"6383"	"600"	"CAMPBELL'S CHUNKY SOUPS,BKD POTATO CHEDDAR BACON BITS SOUP"	"Soups, Sauces, and Gravies"	"208"	78	"kcal"	"Energy"	1	1	"cup"	245	0.78	191.1
"415"	"6384"	"600"	"CAMPBELL'S CHUNKY SOUPS,BKD POTATO W/ STEAK & CHS SOUP"	"Soups, Sauces, and Gravies"	"203"	3.27	"g"	"Protein"	1	1	"cup"	245	0.0327	8.0115
"416"	"6384"	"600"	"CAMPBELL'S CHUNKY SOUPS,BKD POTATO W/ STEAK & CHS SOUP"	"Soups, Sauces, and Gravies"	"204"	4.08	"g"	"Total lipid (fat)"	1	1	"cup"	245	0.0408	9.996
"417"	"6384"	"600"	"CAMPBELL'S CHUNKY SOUPS,BKD POTATO W/ STEAK & CHS SOUP"	"Soups, Sauces, and Gravies"	"205"	8.57	"g"	"Carbohydrate, by difference"	1	1	"cup"	245	0.0857	20.9965
"418"	"6384"	"600"	"CAMPBELL'S CHUNKY SOUPS,BKD POTATO W/ STEAK & CHS SOUP"	"Soups, Sauces, and Gravies"	"208"	82	"kcal"	"Energy"	1	1	"cup"	245	0.82	200.9
"419"	"6387"	"600"	"CAMPBELL'S CHUNKY SOUPS,BF RIB RST POTATOES HERBS SOUP"	"Soups, Sauces, and Gravies"	"203"	2.86	"g"	"Protein"	1	1	"cup"	245	0.0286	7.007
"420"	"6387"	"600"	"CAMPBELL'S CHUNKY SOUPS,BF RIB RST POTATOES HERBS SOUP"	"Soups, Sauces, and Gravies"	"204"	0.41	"g"	"Total lipid (fat)"	1	1	"cup"	245	0.0041	1.0045
"421"	"6387"	"600"	"CAMPBELL'S CHUNKY SOUPS,BF RIB RST POTATOES HERBS SOUP"	"Soups, Sauces, and Gravies"	"205"	6.94	"g"	"Carbohydrate, by difference"	1	1	"cup"	245	0.0694	17.003
"422"	"6387"	"600"	"CAMPBELL'S CHUNKY SOUPS,BF RIB RST POTATOES HERBS SOUP"	"Soups, Sauces, and Gravies"	"208"	44	"kcal"	"Energy"	1	1	"cup"	245	0.44	107.8
"423"	"6388"	"600"	"CAMPBELL'S CHUNKY SOUPS,BF W/ COUNTRY VEG SOUP"	"Soups, Sauces, and Gravies"	"203"	3.27	"g"	"Protein"	1	1	"cup"	245	0.0327	8.0115
"424"	"6388"	"600"	"CAMPBELL'S CHUNKY SOUPS,BF W/ COUNTRY VEG SOUP"	"Soups, Sauces, and Gravies"	"204"	1.22	"g"	"Total lipid (fat)"	1	1	"cup"	245	0.0122	2.989
"425"	"6388"	"600"	"CAMPBELL'S CHUNKY SOUPS,BF W/ COUNTRY VEG SOUP"	"Soups, Sauces, and Gravies"	"205"	7.35	"g"	"Carbohydrate, by difference"	1	1	"cup"	245	0.0735	18.0075
"426"	"6388"	"600"	"CAMPBELL'S CHUNKY SOUPS,BF W/ COUNTRY VEG SOUP"	"Soups, Sauces, and Gravies"	"208"	53	"kcal"	"Energy"	1	1	"cup"	245	0.53	129.85
"427"	"6389"	"600"	"CAMPBELL'S CHUNKY SOUPS,BF W/ WHITE & WILD RICE SOUP"	"Soups, Sauces, and Gravies"	"203"	3.27	"g"	"Protein"	1	1	"cup"	245	0.0327	8.0115
"428"	"6389"	"600"	"CAMPBELL'S CHUNKY SOUPS,BF W/ WHITE & WILD RICE SOUP"	"Soups, Sauces, and Gravies"	"204"	0.61	"g"	"Total lipid (fat)"	1	1	"cup"	245	0.0061	1.4945
"429"	"6389"	"600"	"CAMPBELL'S CHUNKY SOUPS,BF W/ WHITE & WILD RICE SOUP"	"Soups, Sauces, and Gravies"	"205"	9.8	"g"	"Carbohydrate, by difference"	1	1	"cup"	245	0.098	24.01
"430"	"6389"	"600"	"CAMPBELL'S CHUNKY SOUPS,BF W/ WHITE & WILD RICE SOUP"	"Soups, Sauces, and Gravies"	"208"	57	"kcal"	"Energy"	1	1	"cup"	245	0.57	139.65
"431"	"6392"	"600"	"CAMPBELL'S CHUNKY SOUPS,CHICK BROCCOLI CHS & POTATO SOUP"	"Soups, Sauces, and Gravies"	"203"	2.86	"g"	"Protein"	1	1	"cup"	245	0.0286	7.007
"432"	"6392"	"600"	"CAMPBELL'S CHUNKY SOUPS,CHICK BROCCOLI CHS & POTATO SOUP"	"Soups, Sauces, and Gravies"	"204"	4.49	"g"	"Total lipid (fat)"	1	1	"cup"	245	0.0449	11.0005
"433"	"6392"	"600"	"CAMPBELL'S CHUNKY SOUPS,CHICK BROCCOLI CHS & POTATO SOUP"	"Soups, Sauces, and Gravies"	"205"	8.16	"g"	"Carbohydrate, by difference"	1	1	"cup"	245	0.0816	19.992
"434"	"6392"	"600"	"CAMPBELL'S CHUNKY SOUPS,CHICK BROCCOLI CHS & POTATO SOUP"	"Soups, Sauces, and Gravies"	"208"	86	"kcal"	"Energy"	1	1	"cup"	245	0.86	210.7
"435"	"6393"	"600"	"CAMPBELL'S CHUNKY SOUPS,CHICK CORN CHOWDER"	"Soups, Sauces, and Gravies"	"203"	2.86	"g"	"Protein"	1	1	"cup"	245	0.0286	7.007
"436"	"6393"	"600"	"CAMPBELL'S CHUNKY SOUPS,CHICK CORN CHOWDER"	"Soups, Sauces, and Gravies"	"204"	4.08	"g"	"Total lipid (fat)"	1	1	"cup"	245	0.0408	9.996
"437"	"6393"	"600"	"CAMPBELL'S CHUNKY SOUPS,CHICK CORN CHOWDER"	"Soups, Sauces, and Gravies"	"205"	8.16	"g"	"Carbohydrate, by difference"	1	1	"cup"	245	0.0816	19.992
"438"	"6393"	"600"	"CAMPBELL'S CHUNKY SOUPS,CHICK CORN CHOWDER"	"Soups, Sauces, and Gravies"	"208"	82	"kcal"	"Energy"	1	1	"cup"	245	0.82	200.9
"439"	"6396"	"600"	"CAMPBELL'S CHUNKY SOUPS,FAJITA CHICK W/ RICE & BNS SOUP"	"Soups, Sauces, and Gravies"	"203"	2.86	"g"	"Protein"	1	1	"cup"	245	0.0286	7.007
"440"	"6396"	"600"	"CAMPBELL'S CHUNKY SOUPS,FAJITA CHICK W/ RICE & BNS SOUP"	"Soups, Sauces, and Gravies"	"204"	0.61	"g"	"Total lipid (fat)"	1	1	"cup"	245	0.0061	1.4945
"441"	"6396"	"600"	"CAMPBELL'S CHUNKY SOUPS,FAJITA CHICK W/ RICE & BNS SOUP"	"Soups, Sauces, and Gravies"	"205"	9.39	"g"	"Carbohydrate, by difference"	1	1	"cup"	245	0.0939	23.0055
"442"	"6396"	"600"	"CAMPBELL'S CHUNKY SOUPS,FAJITA CHICK W/ RICE & BNS SOUP"	"Soups, Sauces, and Gravies"	"208"	53	"kcal"	"Energy"	1	1	"cup"	245	0.53	129.85
"443"	"6398"	"600"	"CAMPBELL'S CHUNKY SOUPS,FIREHOUSE - HOT SPICY BF BEAN CHILI"	"Soups, Sauces, and Gravies"	"203"	6.12	"g"	"Protein"	1	1	"cup"	245	0.0612	14.994
"444"	"6398"	"600"	"CAMPBELL'S CHUNKY SOUPS,FIREHOUSE - HOT SPICY BF BEAN CHILI"	"Soups, Sauces, and Gravies"	"204"	3.27	"g"	"Total lipid (fat)"	1	1	"cup"	245	0.0327	8.0115
"445"	"6398"	"600"	"CAMPBELL'S CHUNKY SOUPS,FIREHOUSE - HOT SPICY BF BEAN CHILI"	"Soups, Sauces, and Gravies"	"205"	10.2	"g"	"Carbohydrate, by difference"	1	1	"cup"	245	0.102	24.99
"446"	"6398"	"600"	"CAMPBELL'S CHUNKY SOUPS,FIREHOUSE - HOT SPICY BF BEAN CHILI"	"Soups, Sauces, and Gravies"	"208"	95	"kcal"	"Energy"	1	1	"cup"	245	0.95	232.75
"447"	"6399"	"600"	"CAMPBELL'S CHUNKY SOUPS,GRILLED CHICK SAUSAGE GUMBO SOUP"	"Soups, Sauces, and Gravies"	"203"	2.86	"g"	"Protein"	1	1	"cup"	245	0.0286	7.007
"448"	"6399"	"600"	"CAMPBELL'S CHUNKY SOUPS,GRILLED CHICK SAUSAGE GUMBO SOUP"	"Soups, Sauces, and Gravies"	"204"	1.22	"g"	"Total lipid (fat)"	1	1	"cup"	245	0.0122	2.989
"449"	"6399"	"600"	"CAMPBELL'S CHUNKY SOUPS,GRILLED CHICK SAUSAGE GUMBO SOUP"	"Soups, Sauces, and Gravies"	"205"	8.57	"g"	"Carbohydrate, by difference"	1	1	"cup"	245	0.0857	20.9965
"450"	"6399"	"600"	"CAMPBELL'S CHUNKY SOUPS,GRILLED CHICK SAUSAGE GUMBO SOUP"	"Soups, Sauces, and Gravies"	"208"	57	"kcal"	"Energy"	1	1	"cup"	245	0.57	139.65
"451"	"6400"	"600"	"CAMPBELL'S CHUNKY SOUPS,GRILLED CHICK VEG & PASTA SOUP"	"Soups, Sauces, and Gravies"	"203"	2.45	"g"	"Protein"	1	1	"cup"	245	0.0245	6.0025
"452"	"6400"	"600"	"CAMPBELL'S CHUNKY SOUPS,GRILLED CHICK VEG & PASTA SOUP"	"Soups, Sauces, and Gravies"	"204"	1.02	"g"	"Total lipid (fat)"	1	1	"cup"	245	0.0102	2.499
"453"	"6400"	"600"	"CAMPBELL'S CHUNKY SOUPS,GRILLED CHICK VEG & PASTA SOUP"	"Soups, Sauces, and Gravies"	"205"	5.71	"g"	"Carbohydrate, by difference"	1	1	"cup"	245	0.0571	13.9895
"454"	"6400"	"600"	"CAMPBELL'S CHUNKY SOUPS,GRILLED CHICK VEG & PASTA SOUP"	"Soups, Sauces, and Gravies"	"208"	41	"kcal"	"Energy"	1	1	"cup"	245	0.41	100.45
"455"	"6403"	"600"	"CAMPBELL'S CHUNKY SOUPS,GRILLED SIRLOIN STEAK HEARTY VEG SP"	"Soups, Sauces, and Gravies"	"203"	3.27	"g"	"Protein"	1	1	"cup"	245	0.0327	8.0115
"456"	"6403"	"600"	"CAMPBELL'S CHUNKY SOUPS,GRILLED SIRLOIN STEAK HEARTY VEG SP"	"Soups, Sauces, and Gravies"	"204"	0.82	"g"	"Total lipid (fat)"	1	1	"cup"	245	0.0082	2.009
"457"	"6403"	"600"	"CAMPBELL'S CHUNKY SOUPS,GRILLED SIRLOIN STEAK HEARTY VEG SP"	"Soups, Sauces, and Gravies"	"205"	7.76	"g"	"Carbohydrate, by difference"	1	1	"cup"	245	0.0776	19.012
"458"	"6408"	"600"	"CAMPBELL'S CHUNKY SOUPS,HEALTHY REQUEST VEG SOUP"	"Soups, Sauces, and Gravies"	"203"	1.63	"g"	"Protein"	1	1	"cup"	245	0.0163	3.9935
"459"	"6408"	"600"	"CAMPBELL'S CHUNKY SOUPS,HEALTHY REQUEST VEG SOUP"	"Soups, Sauces, and Gravies"	"204"	0.41	"g"	"Total lipid (fat)"	1	1	"cup"	245	0.0041	1.0045
"460"	"6408"	"600"	"CAMPBELL'S CHUNKY SOUPS,HEALTHY REQUEST VEG SOUP"	"Soups, Sauces, and Gravies"	"205"	9.8	"g"	"Carbohydrate, by difference"	1	1	"cup"	245	0.098	24.01
"461"	"6408"	"600"	"CAMPBELL'S CHUNKY SOUPS,HEALTHY REQUEST VEG SOUP"	"Soups, Sauces, and Gravies"	"208"	49	"kcal"	"Energy"	1	1	"cup"	245	0.49	120.05
"462"	"6414"	"600"	"CAMPBELL'S CHUNKY SOUPS,HEARTY BEAN 'N' HAM SOUP"	"Soups, Sauces, and Gravies"	"203"	4.49	"g"	"Protein"	1	1	"cup"	245	0.0449	11.0005
"463"	"6414"	"600"	"CAMPBELL'S CHUNKY SOUPS,HEARTY BEAN 'N' HAM SOUP"	"Soups, Sauces, and Gravies"	"204"	0.82	"g"	"Total lipid (fat)"	1	1	"cup"	245	0.0082	2.009
"464"	"6414"	"600"	"CAMPBELL'S CHUNKY SOUPS,HEARTY BEAN 'N' HAM SOUP"	"Soups, Sauces, and Gravies"	"205"	12.24	"g"	"Carbohydrate, by difference"	1	1	"cup"	245	0.1224	29.988
"465"	"6414"	"600"	"CAMPBELL'S CHUNKY SOUPS,HEARTY BEAN 'N' HAM SOUP"	"Soups, Sauces, and Gravies"	"208"	74	"kcal"	"Energy"	1	1	"cup"	245	0.74	181.3
"466"	"6415"	"600"	"CAMPBELL'S CHUNKY SOUPS,HEARTY BF BARLEY SOUP"	"Soups, Sauces, and Gravies"	"203"	3.67	"g"	"Protein"	1	1	"cup"	245	0.0367	8.9915
"467"	"6415"	"600"	"CAMPBELL'S CHUNKY SOUPS,HEARTY BF BARLEY SOUP"	"Soups, Sauces, and Gravies"	"204"	0.82	"g"	"Total lipid (fat)"	1	1	"cup"	245	0.0082	2.009
"468"	"6415"	"600"	"CAMPBELL'S CHUNKY SOUPS,HEARTY BF BARLEY SOUP"	"Soups, Sauces, and Gravies"	"205"	10.61	"g"	"Carbohydrate, by difference"	1	1	"cup"	245	0.1061	25.9945
"469"	"6415"	"600"	"CAMPBELL'S CHUNKY SOUPS,HEARTY BF BARLEY SOUP"	"Soups, Sauces, and Gravies"	"208"	65	"kcal"	"Energy"	1	1	"cup"	245	0.65	159.25
